Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,30.461497353703784,30.461497353703784,29.41614741019988,29.77156639099121,6057400,0.0,0.0
2000-01-04 00:00:00-05:00,29.750640261226387,29.813361217504447,28.07808142714479,28.14080238342285,5722800,0.0,0.0
2000-01-05 00:00:00-05:00,28.24535900141045,28.726220035483315,27.994474983633303,28.621685028076172,7726400,0.0,0.0
2000-01-06 00:00:00-05:00,28.977093689423754,29.813373449580283,28.93527970141593,29.196617126464844,7221400,0.0,0.0
2000-01-07 00:00:00-05:00,29.060727075252696,31.193240860630954,29.039820077356833,31.13051986694336,5164800,0.0,0.0
2000-01-10 00:00:00-05:00,31.13049009975634,31.799513392699392,30.712350541666932,31.778606414794922,4454000,0.0,0.0
2000-01-11 00:00:00-05:00,31.527752094346862,31.820450058087484,30.60784420830491,30.649658203125,2955000,0.0,0.0
2000-01-12 00:00:00-05:00,31.151409787558467,31.611363489119732,30.06424649295911,30.60782814025879,4687400,0.0,0.0
2000-01-13 00:00:00-05:00,30.963258968049402,32.154957658919635,30.39877011447929,31.75772476196289,5750800,0.0,0.0
2000-01-14 00:00:00-05:00,32.19678735429314,33.61846367902816,32.113159335191085,32.823997497558594,4571000,0.0,2.0
2000-01-18 00:00:00-05:00,32.61490491541421,34.621975987132004,32.28039307012791,34.2874641418457,5932000,0.0,0.0
2000-01-19 00:00:00-05:00,34.74741853461208,35.541884181011156,33.53481307431876,34.705604553222656,4130500,0.0,0.0
2000-01-20 00:00:00-05:00,35.04012251853943,35.541890382766724,33.45119094848633,33.45119094848633,5551900,0.0,0.0
2000-01-21 00:00:00-05:00,34.412900025082614,34.45471399838162,32.11313149363724,32.4476432800293,3520200,0.0,0.0
2000-01-24 00:00:00-05:00,32.238592081881585,34.28747795997782,31.109614149053044,31.44412612915039,5005500,0.0,0.0
2000-01-25 00:00:00-05:00,31.82043235826792,33.283921362918875,30.607827182985698,33.24210739135742,3730800,0.0,0.0
2000-01-26 00:00:00-05:00,32.865802523815056,34.78924643742255,32.573104536961736,33.743896484375,3782800,0.0,0.0
2000-01-27 00:00:00-05:00,33.82752026086566,34.371102168642246,31.10961072198276,32.7403564453125,3109600,0.0,0.0
2000-01-28 00:00:00-05:00,32.53128247157387,33.28393425112185,30.69146701045658,30.775094985961914,2834600,0.0,0.0
2000-01-31 00:00:00-05:00,30.816912771641526,33.11668238146552,30.10607489224138,32.7403564453125,3249700,0.0,0.0
2000-02-01 00:00:00-05:00,32.99123131625624,34.87286047878035,32.113137707078316,34.705604553222656,4530500,0.0,0.0
2000-02-02 00:00:00-05:00,34.789242139973204,36.12728991458756,34.12021825266603,36.08547592163086,4945700,0.0,0.0
2000-02-03 00:00:00-05:00,36.12728174334991,36.796305479337875,35.625513941358946,36.252723693847656,4640800,0.0,0.0
2000-02-04 00:00:00-05:00,36.629055113162636,36.9217530421491,35.20737945808555,35.4582633972168,3273700,0.0,0.0
2000-02-07 00:00:00-05:00,34.789231909775154,34.956487832418304,34.12020821920255,34.2874641418457,2566700,0.0,0.0
2000-02-08 00:00:00-05:00,34.74742449972739,35.9600301681896,34.621982534024404,35.50007629394531,2440700,0.0,0.0
