Date,WF_Equity
2005-01-06T05:00:00.000000+0000,1.0
2005-01-07T05:00:00.000000+0000,0.9957852039145035
2005-01-10T05:00:00.000000+0000,0.9912809816817028
2005-01-11T05:00:00.000000+0000,0.9933047970650877
2005-01-12T05:00:00.000000+0000,0.994515216806852
2005-01-13T05:00:00.000000+0000,0.9992061838194475
2005-01-14T05:00:00.000000+0000,0.9990379727139269
2005-01-18T05:00:00.000000+0000,0.9979888252932662
2005-01-19T05:00:00.000000+0000,1.0078983548497902
2005-01-20T05:00:00.000000+0000,1.0113507427666157
2005-01-21T05:00:00.000000+0000,1.0104838615795122
2005-01-24T05:00:00.000000+0000,1.0112928945420914
2005-01-25T05:00:00.000000+0000,1.0154902005698752
2005-01-26T05:00:00.000000+0000,1.0156397784050357
2005-01-27T05:00:00.000000+0000,1.0162201862825362
2005-01-28T05:00:00.000000+0000,1.015812805567354
2005-01-31T05:00:00.000000+0000,1.014398537566265
2005-02-01T05:00:00.000000+0000,1.0130543815144375
2005-02-02T05:00:00.000000+0000,1.017388305684181
2005-02-03T05:00:00.000000+0000,1.013000297598254
2005-02-04T05:00:00.000000+0000,1.0045943560762076
2005-02-07T05:00:00.000000+0000,1.0056680565733607
2005-02-08T05:00:00.000000+0000,1.001014893025081
2005-02-09T05:00:00.000000+0000,0.9971183431190307
2005-02-10T05:00:00.000000+0000,0.9989131768335483
2005-02-11T05:00:00.000000+0000,1.001368111796305
2005-02-14T05:00:00.000000+0000,0.9982565126921462
2005-02-15T05:00:00.000000+0000,0.9961384931366847
2005-02-16T05:00:00.000000+0000,0.9969151963041275
2005-02-17T05:00:00.000000+0000,0.998535853322798
2005-02-18T05:00:00.000000+0000,0.9984827670674152
2005-02-22T05:00:00.000000+0000,1.0007688475471979
2005-02-23T05:00:00.000000+0000,1.0063908660676673
2005-02-24T05:00:00.000000+0000,1.0084287093188087
2005-02-25T05:00:00.000000+0000,1.0097019479244196
2005-02-28T05:00:00.000000+0000,1.0138595603503469
2005-03-01T05:00:00.000000+0000,1.013698926458286
2005-03-02T05:00:00.000000+0000,1.015324434182923
2005-03-03T05:00:00.000000+0000,1.0105858449180383
2005-03-04T05:00:00.000000+0000,1.0067374898207624
2005-03-07T05:00:00.000000+0000,1.0079003690337132
2005-03-08T05:00:00.000000+0000,1.0171041082130454
2005-03-09T05:00:00.000000+0000,1.0165279875110673
2005-03-10T05:00:00.000000+0000,1.02016602810394
2005-03-11T05:00:00.000000+0000,1.0149533838059748
2005-03-14T05:00:00.000000+0000,1.0200253455430477
2005-03-15T05:00:00.000000+0000,1.0203260193586383
2005-03-16T05:00:00.000000+0000,1.0219438651243409
2005-03-17T05:00:00.000000+0000,1.0209369538230344
2005-03-18T05:00:00.000000+0000,1.0251754154800625
2005-03-21T05:00:00.000000+0000,1.0271910698852602
2005-03-22T05:00:00.000000+0000,1.0277284656177466
2005-03-23T05:00:00.000000+0000,1.027080797342351
2005-03-24T05:00:00.000000+0000,1.0265163407828
2005-03-28T05:00:00.000000+0000,1.0252737808205175
2005-03-29T05:00:00.000000+0000,1.0287717651947594
2005-03-30T05:00:00.000000+0000,1.0258073760581685
2005-03-31T05:00:00.000000+0000,1.0311238121743436
2005-04-01T05:00:00.000000+0000,1.029114508236128
